respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_d96e75fd15,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d972e1cfb0,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d9eb52a26a,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_da162577c7,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_da1c0302ff,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_da7f81cf8c,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_da916f93f7,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_daaf046ec1,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_dad6bfd933,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_dae9026513,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_db28254820,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_db9af02c75,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_dbd9652875,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_dbfa0f12eb,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_dc4b9b2b56,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_dd90e3bf42,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_dd95abd51a,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_de2f35ee22,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_de6bbc5489,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_de869f2d61,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_deaf34ed24,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_dec064b10c,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_dec916323d,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_ded44cfeae,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df0cb37bf4,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_df24ce190d,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_df302bb8f3,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_df4dab9b7e,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df4e816eb0,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df50aacbb9,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df5ee79549,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df60df87fc,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_df6fb5523c,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_df8713b491,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_dfd25732ba,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e01ba1aab6,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_e06b3e98c7,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e09a2b1a29,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_e0de4a7c17,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e0e65e2478,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e113f804e6,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e11b811e80,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e13eb1952d,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_e212f7bf24,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e2244326c7,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e261c0a2d3,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_e27a7c9145,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_e2cfdde102,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e31a3363a8,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e31e714f04,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_e34bb22ba2,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e359afa5bb,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e3da73abcd,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_e3febbeee0,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e40d70c186,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e44eb29fd0,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e453cbf83d,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e4a648e793,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_e4c12408db,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_e4fe55e601,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e522da0943,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_e525e655ea,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_e5287de400,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e53b593282,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_e5f2f83ceb,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e612053d05,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e6258751b9,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_e63d8fab3c,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_e6b81404b0,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e6dfb23e73,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e6eb8a2052,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_e719bf7ab0,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_e72b824f1a,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_e75c3acdae,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_e7932bfe95,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_e7a90cad21,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e7be6ab28d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e8129b0d42,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e8330fe1eb,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_e83e514e7f,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_e850ca80ce,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e8b2fa94c9,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_e8fced4b3a,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_e907f53918,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e9124abf7f,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e91a0f003f,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_e95bdbfb8d,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e9b8dc94cf,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_e9f05cb32d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ea97c60d15,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_eaa5b76fbc,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
